id,file,emotion,text,summary_2para
585,585.wav,Trust," Ini juga salah satu perdebatan yang paling sering. Apakah konsumsi protein sebelum atau sesudah olahraga itu mempengaruhi performance dan mempengaruhi komposisi badan terutama massa otot? Ini ada satu systematic review, meta-analisis terbaru yang melihat itu. Apa yang mereka temuin? Sepertinya tidak ada pengaruh yang signifikan apakah konsumsi protein itu sebelum ataupun sesudah olahraga. Baik dari sisi performance maupun dari sisi komposisi otot. Tapi mereka ketemu ada efek kecil kalau saya lihat kita konsumsi protein sebelum olahraga. Kita naikin sedikit kemampuan kaki. Tapi to be honest, kalau saya melihat studi-studi yang lain, yang penting kalau menurut saya adalah asupan protein sepanjang hari itu ada. Amino Acid Pool, artinya kolam asam amino, terutama asam amino esensial, di dalam badan kita itu secara keseharian terpenuhi untuk membentuk otot, untuk memperbaiki jaringan, dan untuk menunjang performance.",
586,586.wav,Proud," Ini studi terbaru khusus buat temen-temen pelari, pesepeda, dan temen-temen yang lebih demen olahraga endurance atau cardio. Jadi studi ini ngeliat di atlet-atlet endurance, terus mereka tuh ngeliat apa yang mereka makan. Dan korelasinya itu dengan kekuatan tulang dan massa ototot. Mereka tuh ngeliat konsumsi protein hewani terasosiasi dengan kekuatan tulang dan juga densiti tulang, kepadatan tulang yang lebih superior. Konsumsi protein hewani terkorelasi dengan massa ototot yang lebih tinggi, terutama di bagian kaki, terutama di bagian calf, yaitu betis. Dan temen-temen tahu sendiri ya, kalau temen-temen pelari dan pesepeda, seberapa pentingnya itu otot kaki, terutama otot betis. Jadi bagi temen-temen yang demen olahraga, lari, sepeda, atau jenis-jenis cardio, inget protein hewan itu sangat-sangat penting untuk kekuatan dan densiti tulang dan juga massa otot, terutama di bagian kaki. Semoga bermanfaat.",
587,587.wav,Surprise," Apa benar bahwa Hitler mati di Garut? Mari kita selesaikan ini sekali dan selamanya. Mari kita selesaikan ini sekali dan selamanya. Ada banyak cerita Hitler di Garut, itu menjijikkan saya. Ini salah satu yang paling terkenal, yang paling terkenal setelah Sunda Empir. Setelah Sunda Empir, Hitler mati di Garut. Jadi, apa pendapatmu asli? Pembedahan asli saya adalah, ya, ada hubungan antara Jepang dan Nazi, dan banyak pejabat Nazi dari, you know, dari Tuan Ruders, datang ke sini. Surabaya adalah aset nafas besar, dan kita ada diari dari pejabat Jerman yang dikumpulkan di sini. Mereka tidak mendapatkan selamat datang yang sangat lembut dari Jepang, tapi mereka datang ke sini. Mereka memiliki, seperti Portugal, itu adalah tempat yang bisa Anda memperbaiki, Anda bisa menggantung, Anda tahu, di sebuah kapal U. Dan ya, itu adalah, itu adalah figure utama di dalam Abwehr dan di dalam, terutama kapal nafas, kapal Kraksemarin, yang ada di sini, dan kita melihat, Hitler tidak mati di Garuda. Oh Tuhan, oh Tuhan, saya seperti, oh Tuhan,",
588,588.wav,Trust," Jadi ada beberapa hal sih, nomor satu adalah, yes kita harus bisa keluar dari sisi kecanduan asam manis. Oke, terus yang kedua kita harus ngeliat dari sisi tipe 2 diabetes kita itu mengerikan di Indonesia. Ya kan, kita kan konsepsi gula itu luar biasa mengerikan. Jadi yes gula itu harus diuruskan dan kita harus cari alternatif yang lebih oke. Menurut gue sih, stay viage gue karena dari daun dan sejarah penggunaannya itu jelas. Stay viage itu udah dipake di Amerika Selatan quite a long time. Jadi betul kan, stay viage is not the, tidak bukan best option tapi the best substitute.",
589,589.wav,Surprise, Jangan memprogram anak-anak kita itu menjadi kecanduan makanan dan obesitas parah sampai mereka itu susah membedakan yang mana yang lebih penting nyawa lebih penting atau makanan lebih penting seperti yang satu ini,
590,590.wav,Anger," Kalian parah banget sih. Beli nih buku cepet banget, sampai kita cetakan kelima belum jadi, udah habis. Cetakan keempatnya udah, totally habis. Ya, jadi kita sepasta sekarang harus masuk ke masa pre-order. Nah ini bisa dibilang juga sebenernya dari sisi gua sama Kania adalah sebuah keputusan atau langkah yang kurang, apa ya bisa di bilang? Yang bodoh. Langsung aja bodoh. Ya, makanya mikir Abigail dan Kania ya. Sebagai orang yang menulis buku ini, menurut lu ini apa ini kesalahan kita yang ada di buku ini? Bisa dijelaskan ga? Ini tuh salah satunya bisa dijelasin sama framework yang kita bahas di logical fallacy ini. Ada delulu matter. Kesalahan kita ini delulu nih, hitungannya Nenek. Delulu mikir kerendahan. Jadi kita mikirnya ini ga bakal habis nih. Karena kita mikir orang ga bakal beli secepat ini, orang ga bakal habisin sebanyak ini. Jadi karena kita underestimate, akhirnya kita bikin keputusan yang tidak tepat. Betul, kita jadi bisa stop dan harus pre-order lagi. Ya, tapi untuk menebus dosa, semua yang pre-order kali ini akan mendapatkan bookmark. Kita akan pilih secara random 100 orang yang ikut PO ini akan mendapatkan booklet. Apa, tuh booklet apa kan? Kebodohan Abigail dan Kanye. Itu ga akan bisa dibeli. Hanya di momen-momen spesial seperti ini. Bener. Di momen-momen kebodohan kita untuk minta maaf. Ga di situ doang, 5 orang yang ikutan PO ini juga secara acak akan kita pilih bisa dapet kesempatan one on one sama kita berdua. Kalau kalian di Jakarta sekitarnya, one on one nya bakal offline, kalo misalnya di luar kota itu bakal online. Oke deh, silahkan PO. Langsung ke PO sekarang. Sampai jumpa di video selanjutnya.",
591,591.wav,Sadness," Kasian sekali itu anak-anak yang bandel-bandel, yang dementawuran, yang gak tahu aturan disuruh masuk ke barak militer Kalau kata orang-orang yang di luar sana itu yang sangsa bijak anak-anak seperti itu harus diomongin baik-baik Ngerti gak? Harus dibina dengan halus, dengan baik-baik Ya freaking bullshit! Ya menurut gue, Kang Daddy Mulyadi itu keputusannya udah top bener kalau menurut gue ya Ya karena anak-anak itu sudah gagal sistemnya itu di rumah dan di sekolah Mereka itu tidak pernah diajarin apa itu aturan, apa itu konsekuensi kalau melanggar aturan Tidak pernah diajarin disiplin, tidak pernah diajarin tanggung jawab Jadi kalau anak-anak itu dibawa masuk ke dalam barak militer Itu akan semua itu diajarin disitu Dan gue seribu persen setuju",
592,592.wav,Joy," Kenapa kita itu demen sekali makan nasi? Kenapa kita demen sekali makan tepung-tepungan, manis-manis, roti dan segala macam? Karena wajar. Sugar is addictive. Gula itu ada komponen addiksinya di situ. Kalau teman-teman makin sering konsumsi, you're addicted to sugars. Lu itu bisa sangat-sangat kecanduan sekali dengan gula. Kenapa? Karena gula itu menarik dia. Begitu kita konsumsi gula, your blood sugar itu naik. Itu ada hubungan sekali dengan dopamine release. Ada berhubungan sekali dengan otak kita itu keluarin dopamin dan segala macam. Yang berhubungan dengan rasa happy. Makanya kalau teman-teman melihat teman-teman yang kecanduan dengan rasa manis, dan lu orang itu yang demen sekali kek, roti dan segala macam. Begitu lu konsumsi itu. Lu senang gitu. Kayak ada sesuatu yang, I feel happy. Kenapa? Ya itulah komponen addiction itu di situ.",
593,593.wav,Surprise," Kenapa orang-orang yang punya penyakit metabolik, contoh diabetes, hipertensi, kadang ngomongnya seperti ini, contohnya baca dulu. Mereka bilang itu gak ada gejala gitu. Inilah menurut gua sinisternya itu penyakit-penyakit metabolik seperti diabetes, hipertensi, obesitas, genjalu gagal, liver luber masalah, dan segala macem. Karena perubahan gejalanya itu, dikit-dikit dalam jangka waktu yang tahunan. Berbeda dengan contohnya batuk pilek, rada tenggorokan. Itu dalam waktu beberapa jam, kita langsung tahu bahwa tenggorokan kita itu gak enak. Kadang dalam waktu 12 jam, dalam waktu 24 jam kita langsung demam. Jadi gejalanya itu drastis gitu. Sedangkan kalau kita ngeliat penyakit metabolik, contoh bilang aja diabetes atau hipertensi, itu mulai gatal-gatal, terus mulai ngantukan, terus mulai sakit kepala terus. Dan kita itu punya alesan, nanti kita ngomongnya seperti ini, ah enggak, dari dulu emang gue mulai gatal-gatal sih ya. Oh, dari dulu mata gue itu mulai ada sedikit bermasalah gitu, emang dari dulu. Iya, dari dulu emang kepala gue itu mulai-mulai sakit-sakit terus. Emang dari dulu itu gue agak sedikit ngantukan. Emang gue dari dulu itu emang pengen kencing mulu. Nah, jadi sebenarnya itu gejalanya udah banyaknya luar biasa. Cuma karena terjadi dikit-dikit dalam tahunan, kita itu anggap bahwa itu bukan sesuatu yang bermasalah sampai akhirnya lu kena struk, serangan jantung, dan kondisi-kondisi yang lebih fatal gitu.",
594,594.wav,Surprise," Kenapa orang-orang yang sering begadang dan kurang tidur lebih gampang jadi obesitas? Ini gue mau share satu research paper yang tunjukin salah satu alesan. Ini mereka tuh ngumpulin satu kelompok orang. Terus mereka tuh disuruh begadang satu malem. Dan mereka tuh dicek apa konsekuensinya, terutama dari sisi hormon, kalau kita itu kurang tidur. Cukup dengan satu malem aja lu kurang tidur, hormon yang mengatur rasa kenyang dan rasa lapar lu itu jadi kacau. Pada saat lu kurang tidur, hormon yang mengatur rasa lapar lu terutama ghrelin namanya itu naik secara signifikan. Jadi lu merasa lapar terus. Dan hormon yang mengatur rasa kenyang lu yaitu leptin itu turun. Tendensi kita adalah lu bakalan makan terus karena lu rasa laparnya tinggi. Dan ini cukup dengan satu malem aja ya lu kurang tidur. Apalagi coba ternyata bayangin kalau lu kumulatif, kalau selama keseharian lu kurang tidur, lu begadang terus, apa yang akan terjadi?",
595,595.wav,Trust," Kita tahu kalau susu formula adalah susu yang paling bagus buat anak-anaknya kita. Sampai-sampai di Indonesia, ibu-ibu menyusuinya kita itu dicuci otaknya. Bahwa asinya mereka nutrisinya itu lebih rendah daripada susu formula. Sampai-sampai banyak sekali eksperts di luar sana yang ngomong, susu formulanya adalah gizi terukur. Semuanya terukur. Dan maltodextrin adalah gula yang paling bagus buat badan lu. Ini gue mau share satu studi terbaru yang ngeliat perkembangan jantung di anak-anak dan bayi-bayi yang konsumsi asi eksklusif selama 6 bulan ke atas versus bayi-bayi anak-anak yang tidak konsumsi asi eksklusif alias mereka itu dikasih minum susu formula. Jadi apa yang mereka temuin di anak-anak bayi-bayi yang konsumsi asi eksklusif ternyata perkembangan volume jantungnya dan struktur jantungnya lebih besar dan lebih signifikan dibandingkan dengan anak-anak bayi-bayi yang tidak dikasih asi eksklusif. Saking signifikannya, saintis di studi ini sampai ngomong sampai nulis di konklusinya bahwa asi itu breastfeeding harus dipromosikan dan diimplementasikan karena kelihatan sekali asosiasi penting antara asi eksklusif dengan kesehatan, struktur dan perkembangan jantung di anak-anak.",
596,596.wav,Surprise," Makanan atau minuman penawar junk food. Ini informasi yang sangat-sangat luar biasa penting. Habis makan junk food jangan lupa minum penawanya. Penawar ayam goreng adalah susu kedelai. Penawar barbecue adalah pisang. Penawar teh susu adalah jeruk bali. Penawar mie istan adalah apple. Penawar sosis adalah teh hijau. Penawar snack bedes adalah guapir. Penawar permen adalah lemon. Penawar kue adalah strawberry. Penawar keritik kentang adalah tomat. Apa penawar junk food? Fakurimut? Ini gue lagi mau cari ribut lagi nih sama orang. Kalau menurut gue, it's rather bullshit. Penawar junk food ya lu jangan pergi makan junk food.",
597,597.wav,Surprise," Mito atau engga, kalau lu duduk ke lamaan si Joni jadi susah berdiri. Oh ya? Ya, kan? Ya kan? Hmm... Ngu cuci obek ya? Hahaha... Tegang, tapi tegangnya gak tegang maksimal gitu loh. Jadi, kebanyakan seperti kita yang profesional, we spend most of the time in the office, sitting 8 jam sampai 9 jam per hari, itu dampak negatifnya ada gak sih? Ada lah udah pasti, karena kan kalau kita duduk terus ya... Maksudnya kesehatan metabolic sudah pasti ancur ya. Right. Jadi, recommend sih 8-9 jam itu dibagi aja. Jadi, setiap, mungkin setiap jam itu... Ya, sebisa mungkin lah kita ada jalan kakinya, ada squattingnya, squat aja kayak di meja gitu, squat. Oke. Itu kan sedang ada break, itu membantu. Kalau engga, kalau lu duduk ke lamaan si Joni jadi susah berdiri. Oh, real? Ya, kan ada kan? Oh, soalnya kan ada kan Mito? Eh, gue pernah dengar sih. Ya, maksudnya kalau lu duduk ke lamaan, jadi punya pemasang erectile dysfunction. Oh, sial ada risetnya ya? Ada, ada, ada. Oh, ada. Ini nanti kita pose ya. Right, right, oke. Jadi kan ternyata bukan cuma karena duduk ke lamaan itu bikin lu jadi metabolic disorder kan. Kayak lu punya diabetes, obesitas itu mengaruh. Oke. Cuma ini ada satu studi yang tunjukkan bahwa itu independent factor. Artinya, kalau duduk ke lamaan itu bisa jadi independent factor lu punya pemasang sama si Joni. Wow. Jadi makanya kalau yang bagi tau temen yang duduk di kantoran ke lamaan, maksudnya duduk emang kerjaan di kantoran, harus masukin olahraga, ya, resistance training, gym lah, whatever. Masukin di salah-salah hari-hari itu lah. Oke. Terus in, banyak denger katar nih. Jadi temen-temen seangkatan itu yang umur 30an, 40an pada kenastro ada juga yang meninggal nih. Oh, iya, iya. Dan ini agak terkenal sekarang. Ya, jadi kan, maksudnya kan ini juga yang gue perhatiin ya. Di temen-temen profesional, lu duduk udah ke lamaan, gak gerak, lu pulang ke rumah gak pernah olahraga, dan pada saat lu duduk kerja setelah 89 jam itu, apa yang terjadi? Lu nyemil, man. Oh, iya, benar. Lu di meja itu, lu kerja, tapi lu kayak munyah mulu. Dan lu munyah makanan-makanan sampah kebanyakan. Ya, ya, ya, ya. Ya, snack-snack sampah. Lu udah kerja, munyah, lu ketemu klien, ketemu orang, ketemu, lu meeting, lu munyah lagi. Jadi, it's just, itu konstan lu makan, lu gak gerak, lu makannya nyampah. No wonder you die young. It's just no wonder.",
